smiles,pKa
O=C1(C(C(=O)C1CC)CC),3.5
S(=O)(=O)(NC1(=CC(=CC=C1)C(F)(F)F))C(F)(F)F,3.5
[Br]C12(C(=O)OC4(C1CC3(C2(C(=O)O)C34))),3.5
ClC1(Cl)(C(C(=O)O)C1),3.51
O=C(N)C#CC#CC=CC(=O)O,3.52
S(C1(=CC=CC=C1))CC(=O)O,3.52
O=C(O)C1(=C(C=CC=C1)C(C)(C)C),3.53
O=C(O)C2(=C(OC1(=CC=CC=C1))C=CC=C2),3.53
O=C(O)COC,3.53
S(=O)(=O)(N)C1(=CC=C(C(=O)O)C=C1),3.53
N#CC2(=CC=C(C1(=NN=NN1))C=C2),3.53
O=C(O)C1(=CC=C(C#N)C=C1),3.53
O=C(O)C2(=C(C(=O)C1(=CC=CC=C1))C=CC=C2),3.54
S1(C(=C(C)N=C1)C(=O)O),3.54
O=C(O)C1(=[N+]([O-])C=CC=C1),3.54
O=C(O)CN2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))),3.55
O=C(O)CC[NH2+]CCCCCCCCCCCC,3.55
O=C(O)C1(OC(OC)C(O)C(C1O)O),3.55
[Se](C1(=CC([N+](=O)[O-])=CC=C1))CC(=O)O,3.55
O=C(O)CC[NH2+]CCCCCCCC,3.56
P(=O)(O)(C(C)C)C(C)C,3.56
[Br]C1([Br])(C(C(=O)O)C1),3.57
OC1(=[NH+]C=NC(=C1N)N),3.57
OC1(=[NH+]C(=NC2(=C1N(C=N2)C))N),3.57
S(C1(=CC=C(C)C=C1))CC(=O)O,3.57
O=[N+]([O-])C1(=NC=2(N(C(=O)N(C(C=2(N1))=O)C)C)),3.58
[Br]C1(=CC(=C(C)C=C1)C(=O)O),3.58
O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C3(O)(CCCCC3),3.59
O=C(O)CC[NH3+],3.59
O=C(O)C1(C([NH3+])CCCC1),3.59
O=C(O)C2(=C(OC1(OC(C(O)C(C1O)O)CO))C=CC=C2),3.6
O=C3(C1(=C(NC=2(CC(C)(C)CC(C=2(C1))=O))CC(C3)(C)C)),3.6
O=C(O)CC#CC,3.6
FC1(=C(C(=O)O)C=CC=C1),3.6
O=C1(NC(C(=O)NC(C(=O)O)C)CC1),3.6
O=C(O)C1(=CC(C#N)=CC=C1),3.6
O=C(O)COCC,3.61
O=C(O)CC[NH2+]CC,3.61
ClC2(=CC(C1(=NN=NN1))=CC=C2),3.61
O=C(O)CC[NH2+]CCCCCC,3.61
IC1(=CC(=C(C)C=C1)C(=O)O),3.62
O=[N+]([O-])C1(=C(C=CC(=C1)C(=O)O)C),3.62
O=C(O)C2(=CC=C(C1(=NN=NN1))C=C2),3.63
ClC1(=CC(=C(C)C=C1)C(=O)O),3.63
O=C(O)C1(=C(C=CC=C1)C(C)C),3.64
S1(C=NC(=C1)C(=O)O),3.64
S1(C(C(=O)O)=CC(=C1)C(C)C),3.64
O=C(O)C=1(C=3(C(C=C2(C=1C=CC=C2))=CC=CC=3)),3.65
O=[N+]([O-])C1(=C(C=C(C(=O)O)C=C1)C),3.65
O=C1(C(C(=O)CC(C1)(C)C)C=O),3.65
O=C(OC(C)(C)C)NC(C(=O)O)CCC(=O)N,3.66
O=C1(NC(C(=O)NC(C(=O)NC(C(=O)O)C)CCC(=O)N)CC1),3.67
S(CC(=O)O)C,3.67
OC#N,3.67
O=CO,3.69
O=C(O)C=C=CC1(=CC=CC=C1),3.7
O=C(O)C=1(OC=2(C=CC=CC=2(C=1OC))),3.7
O=C(O)C(C1(=NN=NN1C2(CCCCC2)))(C)C,3.7
O=C(O)C=1(C=2(C(C=CC=1)=CC=CC=2)),3.7
O=C(O)C=3(C=1(C(=CC2(=CC=CC=C2(C=1)))C=CC=3)),3.7
[Br]C=1(SC=C(C=1)C(=O)O),3.7
[Br]C1(=C(O)C([Br])=CC(=C1)[N+](=O)[O-]),3.7
ClC1(=C(O)C(Cl)=CC(=C1)[N+](=O)[O-]),3.7
S1(C(=NC(=C1)C(=O)O)C(=O)CC),3.7
SC(=O)C,3.71
S=C(N(C)C)NCC(=O)O,3.71
S(C(C)C)CC(=O)O,3.72
O=C(O)CC=1(OC=CC=1),3.72
O=C(O)C1(=C(C(OC)=CC=C1)C),3.72
O=C(O)C1(=C(C(OCC)=CC=C1)C),3.73
[Br]C2(=CC=C(C1(=NN=NN1))C=C2),3.73
O=C1(C(C(=O)O)=CC=CC=C1),3.73
S(CC1(=CC=CC=C1))CC(=O)O,3.73
O=C(O)C2(=CC(C1(=NN=NN1))=CC=C2),3.74
ClC1(=CC(=C(C(=O)O)C=C1)C),3.75
[Se](C1(=CC=CC=C1))CC(=O)O,3.75
S(=O)(=O)(NC1(=CC(C(=O)C)=CC=C1))C(F)(F)F,3.75
O=C1(C2(C(C)(C)C(C1C(=O)O)CC2)(C)),3.76
S(=O)(=O)(NC(=O)OC(C)(C)C)C1(=CC=C(S(=O)(=O)C)C=C1),3.76
O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)(C)C,3.76
O=C(O)C(C2(=CC=C(C1(CCCCC1))C=C2))C(O)(C)C,3.76
O=C1(OCC(C1)=O),3.76
S(C(C(=O)O)C)C,3.76
S1(C(C(=O)O)=CC=C1C),3.76
[Br]C1(=CC(=C(C(=O)O)C=C1)C),3.77
S(C1(=CC=C(S)C=C1))CC(=O)O,3.77
S(C(C(=O)O)C)C(C)C,3.78
O=C(O)CC(C#N)C1(=CC=CC=C1),3.79
[Br]C1(=CC(C(=O)O)=CC=C1),3.79
IC1(=CC(=C(C(=O)O)C=C1)C),3.79
[Se](C1(=C(C=CC=C1)C))CC(=O)O,3.79
O=C(O)C=1(NC=2(C=CC=CC=2(C=1))),3.79
S(CC(=O)O)CCC1(=CC=CC=C1),3.8
O=C(O)C=1(C=NN(C=1)CCCC[NH+]4(CCN(CC2(=[NH+]C=3(C=CC=CC=3(N2CCOCC))))CC4)),3.8
S(C(C(=O)O)C)CC,3.8
ClC=1(SC=C(C=1)C(=O)O),3.8
O=C(O)CC(O)C[N+](C)(C)C,3.8
ClC1(=CC(C(=O)O)=CC=C1),3.8
S1(C(C(=O)C)=CC=C1CC(=O)O),3.8
O=C(O)C=1(C(OC)=CC2(=CC=CC=C2(C=1))),3.82
S2(C1(=C(C=C(C(=O)O)C=C1)C(=C2CN3(C=[NH+]C=C3))C)),3.82
S(C(C(=O)O)C)CCC,3.82
O3(C([N+]2(=C(O)N=C(NCCC1(=CC=CC=C1))C(=C2)C))CC(C3CO)O),3.83
O=C(O)C=CCC[NH3+],3.83
[Br]C2(=C(C1(=NN=NN1))C=CC=C2),3.83
O=C(O)C1(=C(C(O)=CC=C1)C),3.83
O=C(O)C1(=NNC=C1),3.84
O=C(O)C1(OCCCC1),3.84
O=C(O)C1(=C(C=CC(=C1)OC)C),3.84
O=C(O)C1(=C(OC)C(=CC=C1)C),3.84
O=C(O)C1(=CC(C(=O)C)=CC=C1),3.84
S1(C(=CC=C1)CC(=O)O),3.85
O[N+]1(=CC=C(NC)C=C1),3.85
O=C(O)C1(=C(C=CC=C1)COC),3.85
O=C(O)C(C(=O)N1(CCCCC1))CC,3.86
[Br]CCC(=O)O,3.86
O=C(O)C1(C(C#N)CCCC1),3.86
O=C(O)C1(O)(CCC1),3.88
IC2(=CC=C(C1(=NN=NN1))C=C2),3.88
O=C(O)C1(OC(OC(C(C)C)C(C)C)C(O)C(C1O)O),3.89
ClC=1(SC(CC(=O)O)=CC=1),3.89
S(C1(=C(C(=O)O)C=CC=C1))C,3.89
O[N+]=1(C=2(C(C(NO)=CC=1)=CC=CC=2)),3.89
O3(C(OC2(C(OC([N+]1(=C(O)N=C(N)C=C1))CC2)C))C(O)C(O)C(C3C)[NH+](C)C),3.9
ClC2(=C1(N=NN(C1=CC=C2)O)),3.9
O[N+]1(=CC=C(N(C)C)C=C1),3.9
FC1(=CC(C(=O)O)=CC=C1),3.9
O=[N+]([O-])C=CC1(=CC(C(=O)O)=CC=C1),3.9
O=C(O)CC(C#N)CC1(=CC=CC=C1),3.91
O(C2(=CC(C1(=NN=NN1))=CC=C2))C,3.91
O=C(O)C(C1(=CC=CC=C1))CCC#N,3.92
O=C(O)CCC[NH2+]CC,3.92
O=C(O)C1(=C(C=CC(=C1)O)C),3.92
O=C1(NCC(=O)NC1CC(=O)O),3.93
O=C(O)C1(=CCC2([NH+](C1CC2)C)),3.93
O=C(O)C1(=COC=C1),3.94
O=[N+]([O-])C=CC1(=CC=C(C(=O)O)C=C1),3.94
O=C(O)C(C(C#N)C1(=CC=CC=C1))(C)C,3.95
S=C(S)N(CC)CC,3.95
O=C(O)CC(C#N)C,3.95
O=C(O)C(C(=O)N)=C(C)C,3.95
O=C(O)C12(CCC(C1)C2),3.96
SC1(=CC(C(=O)O)=CC=C1),3.96
[Br]C1(=C(C=CC(=C1)C(=O)O)C),3.96
O=C(O)C(C(C#N)C)(C)C,3.97
FC(F)(F)C2(=CC=1(N(O)N=NC=1C=C2)),3.97
O=C(O)C1(=C(C=CC(=C1)C)C),3.97
O=C(O)C=CC(=O)NC,3.98
ClC1(=CC=C(C(=O)O)C=C1),3.98
O=[N+]([O-])C1(=C(O)C=CC2(=C1CC2=O)),3.98
N1(=NNC(=N1)CC[NH3+]),3.99
O=C(O)C1(=NNC(=C1)C),3.99
[Br]C1(=CC=C(C(=O)O)C=C1),3.99
O=C(O)C(C1(=C(C=C(C)C=C1C)C))C2(=CC=CC=C2),4
[Se](=O)(O)C1(=CC=C([N+](=O)[O-])C=C1),4
O=C(O)CCC=1([NH+]=CNC=1),4
O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)CCC,4.01
OC1(=NC(=[NH+]C=C1)N),4.01
O2(N=C(C1(=CC=CC=C1))C=C2O),4.01
O=C(O)CCC[N+](C)(C)C,4.02
ClC1(=NN(C)C(=N1)NN=O),4.03
O=C(O)CCC[NH2+]C,4.03
[Br]C1(=C(C=C(C(=O)O)C=C1)C),4.03
O2(C([N+]1(=C(O)N=C(NC)C(=C1)C))CC(C2CO)O),4.04
ClCCC(=O)O,4.04
OC1(=CC=[NH+]C=C1),4.04
O=C(O)CC(C#N)(C)C,4.04
O=C(O)C1(O)(CCCCCC1),4.04
O=C(O)CCC#CC#CC[NH3+],4.05
O=C(O)CCC[NH3+],4.06
ClC1(=C(C=CC(=C1)C(=O)O)C),4.06
O=C(O)C1(=CC=C(CC(=O)N)C=C1),4.06
PCC(=O)O,4.07
[Se](=O)(O)C1(=CC([N+](=O)[O-])=CC=C1),4.07
O=C(O)CC1(=COC=C1),4.07
ClC1(=C(C=C(C(=O)O)C=C1)C),4.07
O=C(O)C3(=CC1(=C(N(C)C(=C1C)CN2(C=[NH+]C=C2))C=C3)),4.08
[Br]C1(C(C(=O)O)C1),4.09
ClC2(=C(C=1(N=NN(C=1C=C2)O))C),4.09
N1(=NNC(=N1)C2(=C(C=CC=C2)C)),4.09
O=[N+]([O-])C2(=CC1(=[NH+]C=C(C(=O)OCC)C(=C1C=C2)O)),4.1
O=[N+]([O-])C(=[N+](O)[O-])CC,4.1
O=C2(OC1(=C(C=CC=C1)C(=C2)O)),4.1
O=C(O)CCC[N+]1(CCCCC1)(C),4.11
O=C(O)C1(O)(CCCC1),4.11
O=C(O)CCC#CC#CCCC[NH3+],4.12
O=C(O)CCC#CC#CCC[NH3+],4.12
O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)C(C)C,4.13
O=C(O)CCC([NH3+])C,4.13
O=C(O)C1(=CC(OC)=C(C)C=C1),4.13
ClCC=CC(=O)O,4.14
O=C(O)C1(=CC(OC(C)C)=CC=C1),4.15
PC(C(=O)O)C,4.15
ClC2(=CC=1(N(O)N=NC=1C=C2)),4.15
N1(=NNC(=N1)C2(=CC(=CC=C2)C)),4.15
O=C(O)C1(=C(C(=O)C)C=CC=C1),4.15
S(=O)(=O)(NC=1(ON=C(C=1C)C))C2(=CC=C(N)C=C2),4.16
O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)CC,4.16
FC1(=CC=C(C(=O)O)C=C1),4.16
O=C(O)CCC#CC#CCCCCC[NH3+],4.17
O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)C3(=CC(=CC=C3)C),4.17
O=C(O)C3(=CC=1(C(=CC2(=CC=CC=C2(C=1)))C=C3)),4.18
O=C(O)C(C2(=CC=C(C1(CCCCC1))C=C2))C(O)C3(=CC=C(C)C=C3),4.18
ClC2(=CC=1(N=NN(C=1C=C2)O)),4.18
O=C(O)C1(=CC=C(CO)C=C1),4.18
O=C(O)C1(=C(C=C(C)C=C1)C),4.18
O=C(O)C1(=CC=C(COC)C=C1),4.18
O=C(O)C=2(C1(=C(C=CC=C1)OC=2)),4.18
O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)C3(CCCCC3),4.19
O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)C3(=C(C=CC=C3)C),4.19
S1(C(=CC(=C1)C(=O)O)CC),4.19
O=[N+]([O-])C1(=C(C=C(O)C(=C1)C)C(C)C),4.2
O=C2(OC1(=C(C(=CC=C1)C)C(=C2)O)),4.2
O=C(O)C1(=CC=C(NC(C#N)=C(C#N)C#N)C=C1),4.2
O=C(C1(=CC(=CC=C1)C(C(=O)O)C))C2(=CC=CC=C2),4.2
[Br]C1(=C(O)C([Br])=CC(=C1)C2(OS(=O)(=O)C3(=C2C=CC=C3))(C4(=CC([Br])=C(O)C(=C4)[Br]))),4.2
O=C(O)C=CC#CC,4.2
O=C1(C(CC(C1)=O)(C)C),4.2
O=C1(C(C(=O)CC(C1)=O)(C)C),4.2
O=C(O)C1(=CC(OC)=C(O)C(=C1)OC),4.2
O=C(O)CCC#CC#CCCCCCC[NH3+],4.21
S(=O)(=O)(NC(=O)OCC1(=CC=CC=C1))C2(=CC=C(C)C=C2),4.21
O[N+](C1(=CC=CC=C1))(C)C,4.21
FC12(CC3(C(=O)O)(CC(C1)CC(C2)C3)),4.22
FC2(=C(C1(=CC=CC=C1))C=CC(=C2)C(C(=O)O)C),4.22
O=C(N)C(C1(=CC=CC=C1))CC(=O)O,4.23
PCCC(=O)O,4.23
OCC[NH+](CCC1(=NN=NN1))CCC2(=NN=NN2),4.23
S(C1(=CC=C(C(=O)O)C=C1))C,4.23
O=C(O)C(C1(=CC=CC=C1))CO,4.23
O=C(O)C1(=C(OCCC)C=CC=C1),4.24
[Si](C1(=CC(C(=O)O)=CC=C1))(C)(C)C,4.24
O=C(O)CC=1(C=2(C(C=CC=1)=CC=CC=2)),4.24
O=C(O)C(C2(=CC=C(C1(CCCCC1))C=C2))C(O)C3(=CC=CC=C3),4.24
S1(C(=CC(=C1)C(=O)O)C),4.24
P(=O)(O)(C(C)(C)C)C(C)(C)C,4.24
S2(C1(=C(C=CC=C1)C(=C2)C(=O)O)),4.24
O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)C3(=CC=CC=C3),4.25
O=C(O)C=C,4.25
O=C(O)C1(COCCC1),4.25
O=C(O)CC2(=CC=1(C(=CC=CC=1)C=C2)),4.26
O=C(O)CCCC[NH3+],4.26
O=C(O)CCCC=1([NH+]=CNC=1),4.26
[Si](C1(=CC=C(C(=O)O)C=C1))(C)(C)C,4.27
O=C(O)C=1(NC=[NH+]C=1C(=O)[O-]),4.27
O=C(O)CC1(=CC=CC=C1),4.27
OC(C1(=CC=C(N)C=C1))=C(C#N)C#N,4.28
O=C(O)CC=CC,4.28
OC2(=CC=C(C1(=NN=NN1))C=C2),4.28
OC(=N[N+](C)(C)C)C1(=CC=CC=C1),4.29
O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)CC3(=CC=CC=C3),4.29
O=C1(OCC(C1CC)=O),4.29
O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)C,4.3
O=C1(OC(C4(OC3(OC(C(C(C(C1C)O)C)OC2(OC(CC(C2O)[N+](O)(C)C)C))(CC3C)C)(C(=C4)C))(C))CC),4.3
O=C(N)C(NC=O)CCC(=O)O,4.3
O=C(O)C1(=CC(=CC(=C1)C)C),4.3
O=C(N1(CCC2(=NOC(=C2(CC1))O)))C,4.3
O=C(O)C1(=CC=C(C(C)C)C=C1),4.31
O=C(O)C=CC1(=COC=C1),4.31
S(C(C1(=CC=CC=C1))(C2(=CC=CC=C2))C3(=CC=CC=C3))CC(=O)O,4.32
O=C(O)C1(=CC(O)=C(C)C=C1),4.32
O=C(O)C=1(NC=2(C=CC=CC=2(C=1C))),4.33
O=C(O)CCCC[N+]1(CCCCC1)(C),4.33
O=C(O)CC=C,4.33
S1(C(=CC=C1)CCC(=O)O),4.34
O=C1(NC(=O)CCC1(C(=O)OCC)CCC(=O)O),4.35
O=C1(C(O)=C(C(=O)C2(=C1C=CC=C2))C3(=CC=CC=C3)),4.35
O=C(O)C1(=CC(=C(OC)C=C1)C),4.35
O=[N+]([O-])C1(=CC([N+](C)(C)C)=C(O)C=C1),4.35
O=C(O)C1(=CC=C(C(C)(C)C)C=C1),4.36
O=C(O)CCOOC(C)(C)C,4.36
OC2(=C(C1(=NN=NN1))C=CC=C2),4.36
O=C(O)CCC=1(OC=CC=1),4.36
O=C(O)CCCCC[NH3+],4.37
O[N+]1(=C(C=C(N(C)C)C=C1)C),4.37
O=C(O)C1(=CC=C(C)C=C1),4.37
N3(=C(NCCC1(=CC=CC=C1))C2(=C(NN=C2)N=C3)),4.38
O=C(O)C1(=C(OC)C=C(C)C=C1),4.38
O=C(O)CC=2(C1(=C(C=CC=C1)NC=2)),4.39
O=C1(C(=C(C)C(C1)C(C(=O)O)C)C),4.4
O2(C([N+]1(=C(O)N=C(N)C(=C1)C))CC(C2CO)O),4.4
O=C(O)CCC(C#N)C1(=CC=CC=C1),4.4
O=C(O)C2(C1(=NN=NN1CCC(C2)C(C)(C)C)),4.4
O=[N+]([O-])C1(=CC=C(C(C(=O)O)=CC(=C)C)C=C1),4.4
O=C1(OCC(=C1O)O),4.4
O=C(O)CC(O)C1(=CC=CC=C1),4.4
O=C(O)C1(C(C(=O)C)CC=CC1),4.4
O=C(O)C=1(C=CC=CC=CC=1),4.4
O=[N+]([O-])C1(=CC(=CC=C1)C2(C(C(=O)O)C2)),4.41
O=C(O)C1(=CC(=C(C)C=C1)C),4.41
O=C(O)C2(=CC=C(C1(CC1))C=C2),4.42
O=C(O)CCCCC[N+]1(CCCCC1)(C),4.44
O=C(O)C2(=CC=C(OCC1(=CC=CC=C1))C=C2),4.44
O=C1(C(O)=C(C(=O)C2(=C1C=CC=C2))C=CC3(=CC=CC=C3)),4.44
O=C(O)CCC1(=COC=C1),4.44
O=C(O)C1(=CC=C(OCC=C)C=C1),4.45
O=C(O)C12(C(OC)=CC(CC1)CC2),4.45
[Br]C1(=CC=C(NC(C#N)=C(C#N)C#N)C=C1),4.45
ON=NC1(=NC=NN1C),4.45
S1(=O)(=O)(N=CNC2(=C1N=CN2C)),4.45
O=C(O)C1(=CC=C(OC)C=C1),4.45
O=C(O)CC2(=CC=C(C1(=CC=CC=C1))C=C2),4.46
O=C(O)CCC(=O)C2(=CC=C(C1(=CC=CC=C1))C=C2),4.46
ClC1(=CC([N+](=O)[O-])=C(O)C(=C1)C=O),4.46
O=C(O)C2(=CC=C(N=CC1(=CC=CC=C1))C=C2),4.47
O=C(O)C1(=CC=C(OCCCC)C=C1),4.48
O=C(O)CCC(=O)C=1(C=2(C(C=CC=1)=CC=CC=2)),4.48
O=C(O)C1(=CC=C(OCCCCC)C=C1),4.49
ClC1(=C(OC)C=C(OC)C3(=C1OC2(C(=O)CC(=O)CC2C)(C3=O))),4.49
OC1(=[NH+]C(=NC(=N1)N)N),4.5
O=C(O)CC(O)C,4.5
O[N+]([O-])=CCCCC,4.5
O=C(O)C1(=C(CCC1)COC),4.5
O=C(O)CCCCCCC[NH3+],4.5
ClC1(=CC(=CC=C1)C2(C(C(=O)O)C2)),4.51
OC2(=[NH+]C=1(N=CNC=1C(=N2)N)),4.51
O=C(O)C=1(N(C=CC=1)C),4.51
O=C(O)C2(=CC=C(OC1(=CC=CC=C1))C=C2),4.52
ClC1(=C(Cl)C(Cl)=C2(NN=NC2(=C1Cl))),4.52
O[N+](C1(=CC=CC=C1))(CC)CC,4.53
ClC2(=CC=C(C1(C(C(=O)O)C1))C=C2),4.53
O=C(NC1(=NN=NN1))C,4.53
PCCCC(=O)O,4.53
O=C(O)CCCCCCCC[NH3+],4.53
O=C1(NOCC1[NH3+]),4.54
O=C(O)C=1([NH+]=C(C)NC=1C(=O)[O-]),4.54
O=C(O)C1(=C(CCC1)CO),4.54
O=C(O)C1(=C(C=C(OC)C=C1)C),4.54
O=[N+]([O-])C1(=CC=C(CCC(=O)O)C=C1),4.54
N1(=NNC(=N1)C2(=CC=C(N)C=C2)),4.55
O=C(O)C(C(=C=C)C)(C)C,4.55
O=C(O)C=CC1(=CC=C(C)C=C1),4.56
O=C(O)C1(=C(C=CC=C1)C=O),4.56
O=C(O)CCCCCCCCC[NH3+],4.57
O=C(O)C(C1(=CC=C(CC(C)C)C=C1))C,4.57
O=CCC=O,4.57
O=C(O)C=1(C(=NN(C=1)C2(=CC=CC=C2))C),4.58
O=C(O)CCCCC#C,4.58
O=C(O)C1(C2(C=CC1CC2)),4.58
O=C(O)C1(=C(C2(C=CC1C2))COC),4.59
O=C(O)C(C1(CC(CCC1)C))C,4.59
N1(=NNC(=N1)CC[NH+](C)C),4.59
O=C(O)CCC1(=CC=CC=C1),4.59
O=C(O)C=CC2(=CC=1(OCOC=1C=C2)),4.6
O=C(O)C2(C(C1(=CC=C(C)C=C1))C2),4.6
O=C(O)CCCCCCCC1(=[NH+]C(=CC=C1)C),4.6
O=C(O)CCCCCCCC1([NH2+]C(C(O)CC1)C),4.6
S=C1(NC=NC2(=C1NN=N2)),4.6
ON1(N=NC2(=C1C=CC=C2)),4.6
O=C(O)C=1(NC=C(C=1)C),4.6
O=C(O)CCCC#C,4.6
[Br]CCCC(=O)OCCCC(=O)O,4.6
O=C(O)C2(C(C1(=CC=C(OC)C=C1))C2),4.62
O=C(O)CCCCCCCCCC[NH3+],4.62
O=C(O)CCC(=O)C,4.63
O=C(O)C1(C(C(C(=O)C)C1)(C)C),4.63
O=C(N)C(C1(=CC=CC=C1))CCC(=O)O,4.64
SC1(=CC=C([N+](=O)[O-])C=C1),4.64
O=C(O)C1(=C(OC(=C1)C)C),4.64
O=C(O)C1(=CC=C(OCC)C=C1),4.64
O=C(O)CCCCCCCCCCC[NH3+],4.65
O[N+](C)(C)C,4.65
ClC1(=CC=C(CCC(=O)O)C=C1),4.65
S(=O)(=O)(NC(=O)C1(=CC(=C(C)C=C1)C))C2(=CC=C(N)C=C2),4.66
O=C(O)C(=C)C,4.66
O=C(O)CCCC(=O)C,4.66
O=C(O)CC=2(C1(=C(C=CC=C1)NC=2C)),4.67
[Se](=O)(O)C2(=C(C1(=CC=CC=C1))C=CC=C2),4.67
O=C(O)CC(C1(=CC(=C(O)C=C1)C))C2(=CC=CC=C2),4.67
O=C(O)CCC=C,4.68
O=C(C(=O)C)CC(=O)C(=O)C,4.68
O=C(O)C1(=CC(=C(O)C=C1)C),4.68
O=C(OCC)N1(CCC2(=NOC(=C2(CC1))O)),4.7
O=C(O)CCCCCCCCCC[NH2+]CC=C,4.7
ClC1(=C(C=CC=C1)C(C2(=CC=CC=C2))CC(=O)O),4.7
O=C(O)C=CC(C)C,4.7
S2(C1(=[N+](C(=CC=C1O)C)CC2)),4.7
O=C(O)C(C=C=C(C)C)(C)C,4.7
O=C(O)C=CCCC,4.71
O=C(O)C1(=C(C=C(O)C=C1)C),4.71
O=C(O)CCC1(=CC=C(OC)C=C1),4.72
[70SH]C(C1(=CC=CC=C1))=CC(=O)NCC,4.73
O=C(O)C(CC)CC,4.73
O=C(O)CCC1(=CC=C(C)C=C1),4.74
O=[N+]([O-])NC1(=CC=CC=C1),4.74
O=C(O)CCC(O)CC#CC#CC#C,4.75
O=C(O)CC=1(OC=2(C=C(C)C=C(C=2(C=1O))C)),4.75
O=C(O)C(C)C,4.76
O=C(O)C(CCCC)CC,4.76
S(=O)(=O)(NC=1(SC=NN=1))C2(=CC=C(N)C=C2),4.77
O=C(O)C(C(C(CO)CC)CCC)CC,4.78
O=C1(C(O)=C(C(=O)C2(=C1C=CC=C2))C=CC),4.78
O[N+](C1(=C(C=CC=C1)C))(C)C,4.78
O=C(O)C=CC,4.79
O=C(O)CC(C)C,4.79
O=C(O)C1(CCC1),4.79
O=C(O)CCC1(=C(OC)C=CC=C1),4.8
O=C(O)CCC(O)C=C=CC#CC#C,4.8
O=C(O)C(C(C1(=CC=CC=C1))C(=O)N)(C)C,4.8
O=C(O)CCC,4.8
O=C(O)C(=C)CCCC,4.8
[Se](=O)(O)C1(=CC(=CC=C1)C),4.8
O(C2(=C(C1(=NN=NN1))C=CC=C2))C,4.8
S(=O)(=O)(NC(=O)C)C1(=CC=C(C)C=C1),4.8
O=C(O)CC1(C(C(C(=O)C)C1)(C)C),4.82
O=C(O)CCCC,4.82
S1(SCCC1CCCCC(=O)O),4.82
O=C(O)CC1(C(C(C(O)C)C1)(C)C),4.83
O=C(O)C1(CC1),4.83
O=C(O)CCC(C)(C)C,4.83
ClC1(=C(Cl)C=C(Cl)C(=C1C[NH+]2(CCOCC2))O),4.84
O=C(O)CCC(C)C,4.84
O=C(O)C1(=CC=C(N)C=C1),4.84
P(=O)(O)([O-])C=1([NH+]=C2(C(O)C(O)C(C(N2(C=1))CO)O)),4.84
OC=3(C2(=NC=1(C(=CC=CC=1)[N+](=C2C=CC=3)C))),4.85
O=C(O)CCCCC,4.85
S(=O)(=O)(NC1(=CC=CC=C1))C(F)(F)F,4.85
O=C(O)C1(C2(CCC1CC2)),4.85
O=[N+]([O-])CC#N,4.86
O=C(O)CCCCCC,4.86
O=C(O)CCC=2(C1(=C(C=CC=C1)NC=2)),4.87
[Se](=O)(O)C2(=CC(C1(=CC=CC=C1))=CC=C2),4.87
O=C(O)CCCCC1(=CC=CC=C1),4.88
O=[N+]([O-])NC1(=CC=C(C)C=C1),4.88
[Se](=O)(O)C1(=CC=C(C)C=C1),4.88
O=C(O)C1(CC(CCC1)C),4.88
O=C(O)C1(C(CCCC1C)C),4.88
O=C(O)CCCCCCCCC,4.89
O=C(O)CCCCCCCCCCC,4.89
O=C(O)C1(CCCCC1),4.89
[Si](CCCC(=O)O)(C)(C)C,4.89
O=C(O)C12(CC(CC1)CC2),4.89
O=C(O)CCC(O)C=C=CC#CC#CC,4.9
O=C1(C(O)=C(C(=O)C2(=C1C=CC=C2))CC3(=CC=CC=C3)),4.9
OC=1([NH+]=C(N)N(C=1)C),4.9
O=NC(=NO)C1(=CC=CC=C1),4.9
[Si](CCC(=O)O)(C)(C)C,4.91
O=C(O)CCC1(CCCCC1),4.91
OC=1(C=2(C(C=[N+](C=1)C)=CC=CC=2)),4.93
O=C(O)CCCC1(CCCCC1),4.95
O=C(O)C12(CC3(CC(C1)CC(C2)C3)),4.95
[Br]NS(=O)(=O)C1(=CC=CC=C1),4.95
O=C(O)CCC(=O)C2(=CC=1(C(=CC=CC=1)C=C2)),4.96
OC1(=C[N+](=CC=C1)C),4.96
O=C(O)C1(=CC=C(N(C)C)C=C1),4.96
ClC[Si](CCCC(=O)O)(C)C,4.97
O=C(O)CCC(C3(C2(C(O)CC4(C1(C(CC(O)CC1)CC(C4(C2CC3))O)(C)))(C)))C,4.98
O=C(O)C1(=CNC=C1),4.98
ClCCC[Si](CCCC(=O)O)(C)C,4.98
O=C(O)C1(CCCC1),4.99
