smiles,pKa
SCC(=O)OC,7.57
S(=O)(=O)(NC1(=NC=CC=C1O))C2(=CC=C(N)C=C2),7.6
[Br]C1(=C(O)C(=CC(=C1)[Br])C),7.6
S1(=O)(=O)(N=C(NC2(=C1C=NC=C2))C),7.6
O=C2(OC1(=C(C=C(O)C(=C1)O)C=C2)),7.63
S1(=O)(=O)(N=C(NC2(=C1C=CC=N2))C),7.64
S=C1(NC(=S)C(N1)(C)C),7.65
S(C1(=NC=2(N=CN=CC=2(N1))))C,7.67
O=[N+]([O-])C2(=CC=1(C(=CC(O)=CC=1)C=C2)),7.69
O=C(NO)C=1(C=2(C(C=CC=1)=CC=CC=2)),7.7
O=C(C1(=CC=C(O)C=C1))C[NH2+]C,7.7
OC1(=C(O)C=CC(=C1)C#N),7.72
O=C(C1(=CC(O)=C(O)C=C1))C2(=CC=CC=C2),7.74
O1(N=CC(=C1)O),7.75
OCCN1(CCN(CCO)CC1),7.75
[Br]C1(=C(O)C=CC(=C1)[Br]),7.77
O=C2(OC1(=C(C=CC(=C1)O)C=C2C3(=CC=CC=C3))),7.8
O=NCC(=O)C1(=CC=NC=C1),7.8
O=C(C1(=CC(O)=C(O)C=C1))C,7.8
O=C(NO)C1(=CC=NC=C1),7.82
O=[N+]([O-])C(CC[N+](=O)[O-])(C)C,7.84
SCC[NH2+]CC1(=CC=CC=C1),7.86
OC1(=CC=C(C#N)C=C1),7.89
O=C(C1(=CC=C(O)C=C1))C,7.9
O=C(N)CC(=O)C1(=CC=NC=C1),7.91
OC2(=CC1(=NC=CN=C1C=C2)),7.92
O=C1(C(=NO)CCC1=NO),7.95
ClC2(=CC=C(S(=O)(=O)NC1(=CC=CC=C1))C=C2),7.98
O=[N+]([O-])C1(=C(O)C(=CC(=C1)C)C),7.98
S=C3(N1(C(C(C)(C)SC1C(NC(=O)CC2(=CC=CC=C2))C(=O)OC)C(N3)=O)),8
FC1(=C(O)C=C(C[NH3+])C=C1),8
O=C2(OC1(=C(C=C(CC)C(=C1)O)C(=C2)C)),8.01
O=C(N)C(N)C,8.02
OC1(=C(C(=CN=C1C)CO)C[NH3+]),8.02
ON=CC2(=CC=[N+](CCCN1(C=[N+](C)C=C1))C=C2),8.05
ON=CC1(=C(O)C=C(O)C=C1),8.05
O=C(N(O)C)C1(=CC=CC=C1),8.07
N3(=C2(N=C(C1(=CC=CC=C1))NC2=CN=C3)),8.09
[Br]NC(=O)C,8.1
S(SCC1(NC(=O)NC1=O))CC2(NC(=O)NC2=O),8.1
O=C3(OC2(=C(C=C(C1(C=CC(C)(C)CC1)(C))C(=C2)O)C=C3)),8.12
ClC1(=CC(=C(O)C=C1)C[NH+]2(CCCCC2)),8.14
O=C(NCC[NH+](C)C)C=NO,8.17
ON=C(C1(=C(O)C=C(C)C(=C1)C))C,8.2
S1(C(=NN=C1C2(=CC=CC=C2))NC(=O)OCC),8.2
S(C=1(NN=NC=1))CC2(=CC=CC=C2),8.2
[O-][N+]3(=C(NCC1(=CC=CC=C1))C=2(N=CNC=2N=C3)),8.22
O=C(OO)CCCCCCCC,8.23
S(=O)(=O)(N(CCO)CCO)C1(=CC(=C(O)C(=C1)C)C),8.25
O=[N+]([O-])C1(=C(C=C(O)C=C1C)C),8.25
ClC1(=C(C(O)=CC=C1)C=O),8.26
OC1(=C(C=C(C#N)C=C1C)C),8.27
O=C(OCCC)C1(=CC=C(O)C=C1),8.3
O=C(NO)C1(=CN=CC=C1),8.3
O=C(C1(=CC=CC=C1))C=NO,8.31
O=C1(C=C(C(=NO)C(=C1)CC)CC),8.34
OC=2(C1(=NN=CC(=C1C=CC=2)C)),8.34
O=CC1(=C(O)C=CC=C1),8.36
N1(=NC=2(C=CC=CC=2(N1))),8.39
S1(C(=NN=C1C)C=NO),8.4
IC1(=C(O)C=CC=C1),8.4
O=C(NO)C1(=C(OCC[NH+](CC)CC)C=CC=C1),8.42
OC2(=CC=C(N=NC1(=CC=CC=C1))C=C2),8.44
S(=O)(=O)(NC1(=CC=CC=C1))C2(=CC=C(C)C=C2),8.46
O=C1(C(=O)CCC1=O),8.48
O=C1(NC(=O)C(N1)(C2(=CC=CC=C2))CC),8.5
S(=O)(=O)(NN=C(C)C)C,8.5
O=C(N(O)C)C1(=CC(=CC=C1)C),8.52
[Se]1(C(C(=O)CC(=O)C)=CC=C1),8.55
ClC1(=C(Cl)C=CC(=C1)O),8.58
O=C1(NC(=O)C(N1)=CC2(=CC=CC=C2)),8.6
OC2(=C1(NN=CC1=CC=C2)),8.6
OC3(=CC=C(C=NC2(=NC=1(NC=NC=1C=N2)))C=C3),8.62
S(=O)(=O)(NC1(=CC=C(C)C=C1))C2(=CC=CC=C2),8.63
ClC=1(C=2(C(C(O)=CC=1)=CC=CC=2)),8.64
S(=O)(=O)(NC1(=CC=CC=C1))C2(=CC=C(OC)C=C2),8.66
O=[N+]([O-])C3(=CC=C(C[N+]2(=CC=C(C(=O)CC1(=CC=CC=C1))C=C2))C=C3),8.68
O=[N+]([O-])C2(=CC=1(C(=O)NC(C=1C=C2)=O)),8.68
O=C2(C1(=C(O)C=CC=C1C(=O)C=C2)),8.7
O=C(NCC1([NH+](CCC1)CC))C2(=C(OC)C=CC=C2O),8.7
ClC1(=C(O)C(=CC=C1)C),8.7
O=C(NO)C1(=CC=CC=C1),8.71
O=C(NCCC[NH+](CCC)CCC)C=NO,8.73
OB(O)C1(=CC=CC=C1),8.74
O1(C(O)C=2(C(O)=C(C)N=CC=2(C1))),8.75
S2(C1(=C(C(O)=CC=C1)N=C2)),8.77
OCC1(=NC=2(N=CN=CC=2(N1))),8.79
O=C(C2(=CC=[N+](CC1(=CC=CC=C1))C=C2))CC3(=CC=CC=C3),8.8
OC=2(C1(=NC=CN=C1C=CC=2)),8.8
FC1(=C(O)C=CC=C1),8.81
S(=O)(=O)(NC1(=CN=C(N)C=C1))C2(=CC=C(N)C=C2),8.82
OC1(=CC=C(C[NH+](C)C)C=C1),8.83
O=C2(C(=CC(=NC1(=CC=C(O)C=C1))C(=C2)C(C)C)C),8.85
S(=O)(=O)([O-])C2(=C1(C(NN=C1)=CC(=C2)O)),8.85
FC(F)(F)C1(=NC(=NC2(=C1NC=N2))N),8.87
S(C1(=CC=C(O)C=C1))C(=O)C,8.88
OC1(=CC(=CC=C1)C[N+](C)(C)C),8.89
O=C(NOC)C1(=CC=CC=C1),8.89
S1(C(=NC=C1)NP(=O)(OC2(=CC=CC=C2))C3(=CC=C([N+](=O)[O-])C=C3)),8.9
O=C(NC)C1(=NC=NC2(=C1NC=N2)),8.9
S(=O)(C3(=CC(OC)=C(C1(=NC=2(N=CN=CC=2(N1))))C=C3))C,8.91
OC4(=C3(C1(=C2(C(=CC=C1)CCN(C2CC3=CC=C4O)C)))),8.92
[Br]C=2(C=1(C(=CC=C(C=1)O)C=CC=2)),8.94
O=C(OCC)C(=NO)C1(=CC=CC=C1),8.95
IC=2(C=1(C(=CC=C(C=1)O)C=CC=2)),8.98
OC1(=C(C(=CN=C1C)CO)CO),8.98
[P+](C1(=CC=CC=C1))(C2(=CC=CC=C2))(C3(=CC=CC=C3))C5(C4(=C(C=CC=C4)C6(=C5C=CC=C6))),8.99
O=C(NCC1(=C(O)C(=CC(=C1)C)CNC(=O)C))C,9
O=C(C1(=CC=[N+](C)C=C1))CC2(=CC=CC=C2),9.02
ClC1(=CC(S(=O)(=O)N)=CC=C1),9.04
O=C(C=1(NN=C(C=1)C(=O)C))CC,9.05
O=C(NO)C,9.07
O=C1(C3(=C(OC(=C1)C2(=CC=CC=C2))C=CC(=C3)O)),9.09
OC=1(C(O)=CCC=1C),9.11
OB(O)CC1(=CC=CC=C1),9.12
O=[N+]([O-])C2(=CC(C1(=CC=C(O)C=C1))=CC=C2),9.14
O(C3(=C2(C1(=C(O)C=CC=C1C2=CC=C3))))C,9.15
O=C(C(=NO)CN1(CCOCC1))C,9.15
OB(O)C1(=CC=C(N)C=C1),9.17
OC1(=C(C=CC=C1)CC[NH3+]),9.19
N1(=C(N=CC3(=C1N=C(C2(=CC=CC=C2))N3))N),9.2
O(C2(=NC=1(N=CNC=1C=N2)))C,9.2
IC2(=CC=1(C(=CC(O)=CC=1)C=C2)),9.23
OC=1(C=2(C(C(O)=CC=1)=CC=CC=2)),9.25
O=C(NC1(=CC=C(N(C)C)C=C1))C=NO,9.26
SCC1(=NC=CN1),9.26
OC1(=CC(=CC=C1)CC[NH3+]),9.27
O=C(C=1(NN=C(C=1)C(=O)C))CCC,9.28
S1(C(=NC=C1)NP(=O)(OCC)C2(=CC=C(N)C=C2)),9.3
[Br]C2(=CC1(=C(N=CNS(C1)(=O)=O)C=C2)),9.3
O=C([O-])C=2(C=1(C(=NC=CC=1)C(O)=CC=2)),9.32
N1(=C(N)C(N)=CN=C1),9.33
O=C1(NC(=O)CC1(CC)C),9.34
N2(=C1(N=C(N)NC1=CN=C2)),9.36
[P+](C1(=CC=CC=C1))(C2(=CC=CC=C2))(C3(=CC=CC=C3))C5(C4(=C(C=CC(=C4)C)C6(=C5C=CC=C6))),9.38
O=CC(C1(=CC=CC=C1))C2(=CC=CC=C2),9.39
ClC1(=C(C=C(O)C=C1)C),9.4
SCC1(=CC=CC=C1),9.43
P(=O)(OC2(=C(C1(=C(OC(CCCC(CCCC(CCCC(C)C)C)C)(C)CC1)C(=C2C)C))C))(O)[O-],9.44
N(CC1(=CC=C(C)C=C1))CCCCCCCCCCC,9.46
O=C1(NCC(=O)NC1CC2(=CC=C(O)C=C2)),9.47
S(C1(=CC(O)=CC=C1))C,9.47
ClC2(=CC=1(C(=O)NC(C=1C=C2)=O)),9.48
OC3(=CC=C(C=NC2(=CC=C(C1(=CC=C(N)C=C1))C=C2))C=C3),9.5
O=C(C(=NO)C(C)C)C,9.5
O=C(NC1(=CC=C(O)C=C1))C,9.5
O=C(OCC)C=C(O)C,9.51
OC2(=CC=1(C(=CC=CC=1C(C)C)C=C2)),9.52
O=[N+]([O-])C1(=CC=C(CC(C(=O)C)C(=O)C)C=C1),9.54
O=C(N(C3(=CC=C(N=NC2(=CC=1(OCCOCCOCCOCCOCCOC=1C=C2)))C=C3))CCCC)C4(=CC(O)=CC=C4),9.54
S=C2(NC(SCC1(=CC=CC=C1))=C(N2)C3(=CC=CC=C3)),9.55
OC1(=C(C=CC=C1)CC[N+](C)(C)C),9.57
O=C1(NC(=O)CC1),9.59
S1(C(=NC2(=C1C=CC=C2))N=NC4(=C(O)C3(=NC=CC=C3C(=C4)C))),9.6
SCCNC1(=C(C=CC=C1)C),9.6
O(C2(=CC=1(C(=CC(O)=CC=1)C=C2)))C,9.64
O=[N+]([O-])C1(=C(C=CC(=C1)N)B(O)O),9.64
FC(F)C(=O)NN,9.66
O=C(C=1(NN=C(C=1)C(=O)C))C(C)(C)C,9.7
S(=O)(=O)(N)CC(=O)N,9.7
O=C1(NC(=O)C(C1(C)C)(C)C),9.7
OC2(=CC1(=C(NC=C1CC[NH+](C)C)C=C2)),9.73
O=C1(C(C(=O)[CH-]C(C1)=O)(C)C),9.73
O=C1(C3(=C(OC(=C1)C2(=CC(O)=CC=C2))C=CC=C3)),9.75
OC1(=C(C=C(CO)C=C1)CO),9.77
S(=O)(C1(=NC=CN1))CC2(=CC=CC=C2),9.8
S(=O)(=O)([O-])C=3(C(O)=C(N=NC2(=CC=1(N=CNC=1C=C2)))C4(=CC=C(C=C4(C=3))S(=O)(=O)[O-])),9.8
S=C(NC1(=CC=CC=C1))C2(=CC=C([N+](=O)[O-])C=C2),9.81
ONC1(=CC=C(O)C=C1),9.83
S(=O)(=O)(NCCC(=[NH2+])N(C)C)C1(=CC=C(C)C=C1),9.84
O2(C1(=C(O)C=CC5(=C1C34(C2C(O)C=CC3C(N(C)CC4)C5)))),9.85
OC1(=CC(N(C)C)=CC=C1),9.85
O=C(NO)C1(CCCCC1),9.87
S=C(NC1(=CC=C([N+](=O)[O-])C=C1))C,9.89
ON=CC1(=CC=NC=C1),9.91
OC3(=CC=1(C(=CC2(=CC=CC=C2(C=1)))C=C3)),9.92
OC1(=C(C=C(C)C=C1CO)CO),9.92
O=C(NC1(=CC=CC=C1))CC(=O)C,9.94
[Br]C2(=CC(C(=S)NC1(=CC=C([Br])C=C1))=CC=C2),9.96
OC1(=C(N=CC(=C1C)CO)C),9.98
O=C1(C(O)=CC=2(C=CC=CC=2(C=C1))),10
O(C1(=NC(N)=C2(NC=NC2(=N1))))C,10
OB(O)CCC1(=CC=CC=C1),10
OC1(=CC(=CC=C1)C),10.01
ClC1(=C(NC=S)C=CC=C1),10.03
OC2(=CC1(=C(NN=C1)C=C2)),10.05
OC=2(C1(=NC(=CC=C1C=CC=2)C)),10.08
OC3(=CC=2(N(C1(=C(C=CC=C1)NC=2C=C3))C)),10.1
OC1(=CC(=CC(=C1)C)CC),10.1
OC1(=CC(=CC(=C1)C)C),10.13
O=C(NC1(=CC=C(C)C=C1))CC(=O)C,10.15
ClC2(=CC=C(C(=S)NC1(=CC(F)=CC=C1))C=C2),10.16
ClC1(=C(Cl)C=CC(=C1)NC(=S)C2(=CC=C(C)C=C2)),10.18
OC=1(NN=C(C=1CCCCCCCC)C2(=CC=CC=C2)),10.2
OC1(=C2(C(=CC=C1)CCC2)),10.2
N=1(NC(CC)=NC=1CC),10.22
O(C1(=CC=C(O)C=C1))CCCC,10.23
O(C1(=CC=C(O)C=C1))CC,10.23
ClC4(=CC(OC(=O)C2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))))=CC=C4),10.24
ClC1(=CC=C(CC(C(=O)C)C(=O)C)C=C1),10.25
ON=CC1(=CN=CC=C1),10.26
O=[N+]([O-])C=1(C(=NNC=1C)C),10.27
N3(=CC=2(N=C(C1(=CC=CC=C1))NC=2C=C3)),10.3
O=C(OC)C1(=C(O)C=CC=C1),10.3
OC1(=CC(=C(C)C=C1)C),10.32
S(=O)(=O)(NCC1(=CC=CC=C1))C2(=CC=C(C#N)C=C2),10.35
O(C2(=C(C1(=C(O)C=CC=C1))C=CC=C2))C,10.4
O=C(N)CC(=O)C,10.41
S=C1(NC=2(C=C3(CCCCC3(=CC=2(N1))))),10.43
O(C1(=CC=C(O)C=C1))CC2(=CC=CC=C2),10.47
O=C(C(C(=O)C)CC1(=CC=CC=C1))C,10.49
OC1(=C(N)C=CC=C1N),10.5
[O-]C1(=[N+](NC(=C1CCC)C)C),10.5
FC1(=CC(=C(O)C=C1)CN2(CCOCC2)),10.52
O(C1(=C(O)C=CC=C1CN))C,10.54
OC1(=C(C=C(C)C(=C1)C)C),10.55
O=C(C(C(=O)C)CC1(=CC=C(OC)C=C1))C,10.57
O(C1(=CC(=CC=C1)C=NO))C,10.59
O=[N+]([O-])C=1(NC=CC=1),10.6
OC1(=C(C=CC(=C1)C(C)C)CC),10.61
OC1(=C(O)C=CC(=C1)CCN),10.63
O=C1(C(C(=O)OCC)CCC1),10.68
ClC2(=CC=C(C(C#N)C1(=CC=C([N+](=O)[O-])C=C1))C=C2),10.7
ON=CNO,10.7
S(=O)(=O)([O-])C1(=C(OC)C=CC(=C1)C(=CC(=O)C2(=CC=C(S(=O)(=O)[O-])C=C2))CC(=O)C3(=CC=C(S(=O)(=O)[O-])C=C3)),10.71
N=1(NC=NC=1N),10.72
S1(C(=[N+](C)C(=C1)C)CC2(=CC=CC=C2)),10.75
ClC2(=CC=C(C(=S)NC1(=CC=CC=C1))C=C2),10.76
S=C1(N(C=2(C=C3(CCCCC3(=CC=2(N1)))))C),10.78
S=C(NC1(=C(C=CC=C1C)C))C2(=CC=CC=C2),10.79
OC4(=CC3(=C(C2(C(C1(C(C(O)C(C1)O)(C)CC2))CC3))C=C4)),10.8
S(=O)(=O)(N)C,10.8
OC1(=C(C=C(CC)C=C1)C(C)C),10.82
OC1(=C(C=C(C)C=C1)CN(CC)CC),10.84
OC1(=C(C=CC=C1C)C(C)C),10.85
O2(C1(=C(C=CC(=C1)C=NO)OC2)),10.85
S=C(NC1(=CC=CC=C1))C2(=CC=CC=C2),10.86
N2(=CC=1(N=CNC=1C=C2)),10.88
S=CNC1(=CC(F)=CC=C1),10.89
OC1(=C(C=C(C(C)C)C=C1C)C),10.9
OC1(=NNC(=C1)C),10.9
OC1(=C(C=C(CC)C(=C1)C)C(C)C),10.91
S(C2(=NC(SCC1(=CC=CC=C1))=C(N2)C3(=CC=CC=C3)))CC4(=CC=CC=C4),10.93
[Br]C2(=CC=C(NC(=S)C1(=CC=C(OC)C=C1))C=C2),10.95
OC1(=C(C=CC=C1)CN(C)C),10.96
[Br]C2(=CC(C(=S)NC1(=CC=C(OC)C=C1))=CC=C2),10.99
SC(CN)(C)C,11
O=[N+]([O-])C1(=CC=C(CC(C(=O)OCC)C(=O)C)C=C1),11.06
O=C(NN)CC#N,11.08
O=C2(N(C=1(N=CNC=1CN2))C),11.1
O=C2(C1(C(=O)CCCC1CCC2)),11.13
ClC2(=CC=C(C(=S)NC1(=CC=C(C)C=C1))C=C2),11.18
S(=O)(=O)(NCCC(=O)[O-])C1(=CC=C(C)C=C1),11.2
[Br]CC(OC1(=CC(=CC=C1)C))(O)C2(=CC=CC=C2),11.21
OC1(=CC=C(CCCCC(C)(C)C)C=C1),11.22
OC=2(C1(=NC=CC=C1C(N)=CC=2)),11.24
ClC2(=CC=C(C(=S)NC1(=CC=C(OC)C=C1))C=C2),11.26
OC=1(N(N=C(C=1)C)C2(=CC=CC=C2)),11.3
N2(=C(N)C1(=C(NN=C1)N=C2C)),11.3
OC=2(C1(=NC=CC=C1C=CC=2C=CC)),11.34
S=C(NC1(=CC=C(OC)C=C1))C2(=CC=CC=C2),11.36
SC(=C(N(C=O)CC1(=C(N=C(C)N=C1)N))C)CCO,11.4
OC=1(N(N=C(C=1CCCC)C)C2(=CC=CC=C2)),11.4
S(=O)(=O)(NCC(=O)[O-])C1(=CC=C(C)C=C1),11.4
O=C1(NC(=O)CCC1),11.43
O(C1(=CC(=C(O)C=C1)CN(C)C))C,11.48
S(C(O)O)CC,11.48
S1(C(=NN=C1C2(=CC=CC=C2))NCC3(=CC=CC=C3)),11.5
O(O)C,11.5
S(=O)(=O)(NCC1(=CC=CC=C1))C2(=CC=C(OC)C=C2),11.53
S=C(NC1(=CC=CC=C1))C,11.56
ON=CCCCCCC,11.6
O=[N+]([O-])C=2(C=1(C(=C[N+](CCO)=CC=1)C=CC=2)),11.67
O=C(N)C3(=CC(OC)=C(C1(=NC=2(N(C=NC=2(N1))C)))C=C3),11.74
O=C(C(C)(C)C)CC(=O)C(C)(C)C,11.77
OC=1(N(N=C(C=1CC2(=CC=CC=C2))C)C3(=CC=CC=C3)),11.8
S=C(NC1(=CC=C(C)C=C1))C2(=CC=C(OC)C=C2),11.81
[N+]=1(C=3(C(C=C2(C=1C=CC=C2))=CC=C(C=3)N))(C),11.85
ClC2(=CC=C(C(=O)C1(=NNC=C1))C=C2),11.87
OC(C1(=CN=CC=C1))(C2(=CC=NC=C2))C3(=CC=NC=C3),11.9
N1(=C(NC2(=C1C=CC=C2))C3(=CC=CC=C3)),11.91
S=CNC1(=CC=C(N(C)C)C=C1),11.96
OC(=C(C(=C)C)C)C,12.01
O=C(C1(=CC=C(OC)C=C1))C2(=NNC=C2),12.09
N2(=C1(NC=CC1=CC=C2)),12.1
OC2(=NN(C1(=CC=CC=C1))C(=C2)C),12.14
O=C([O-])C2(=C(N1(N=C(O)C=C1C))C=CC=C2),12.2
[N+]1(=C(N)C=CC=C1)(C),12.2
O=C(OC)C2(=C(N1(N=C(O)C=C1C))C=CC=C2),12.3
ClC1(=CC=C(NC(=S)N)C=C1),12.3
[Br]C1(=CC=C(NC(=S)N)C=C1),12.35
O=C(OCC)C3(=C(N1(N=C(O)C=C1C2(=CC=CC=C2)))C=CC=C3),12.4
OC(C1(=NC=CC=C1))(C2(=CC=NC=C2))C3(=CC=NC=C3),12.44
O3(C(N2(C1(=NC=NC(=C1N=C2)N)))C(O)C(C3CO)O),12.5
N=2(C1(=C(C=C(C)C(=C1)C)NC=2)),12.52
OC1(=C(C=C(C)C=C1C(C)(C)C)C(C)(C)C),12.55
O(O)C(C1(=CC=CC=C1))(C)C,12.64
P(=O)(CCCCCC)(CCCCCC)CCCCCC,12.75
OC(O)C1(=NC=CC=C1),12.8
S=C(N)C1(=CC=C(C)C=C1),12.8
O=C(C(C(=O)C)C(C)C)C,12.85
S(C1(=CC=C([N+](=O)[O-])C=C1))C2(NC(=O)C2),12.97
OC(C1(=CC=NC=C1))(C2(=CC=NC=C2))C3(=CC=CC=C3),13.07
OC(O)C1(=CN=CC=C1),13.1
O=C2(CC1(=C(C=C(OC)C=C1)CC2)),13.27
N=3(C1(=C(C=C2(CCCCC2(=C1)))NC=3)),13.33
O(C2(=CC=1(NC=3(C(=NC=CC=3(C=1C=C2))C))))C,13.46
O=C(N)C1(=CN=CC=C1),13.5
N=1(NC=2(C=CC=CC=2(C=1))),13.86
O=[N+]([O-])C3(=CC1(=C(NC2(=C1CCNC2C))C=C3)),14.1
S(C(O)C)CC,14.34
O(C3(=CC1(=C(NC2(=C1CCN=C2C))C=C3)))C,14.54
O=[N+]([O-])C1(=CN=C(N)N=C1),14.7
ClC3(=CC1(=C(NC2(=C1CCNC2C))C=C3)),15.2
OCC,15.54
OCCC,15.97
O=[N+]([O-])C1(=CC=C(C(=O)C)C=C1),16.65
ClC1(=CC=C(C(=O)C)C=C1),18.08
FC1(=CC=C(C(=O)C)C=C1),18.46
